curve,operation,size,repetition,threads,execution_mode,elapsed_ns,operations
BLS12-377,field_mul,128,4,1,serial,20898,1024
BLS12-377,field_mul,128,5,1,serial,20518,1024
BLS12-377,field_mul,128,6,1,serial,16201,1024
BLS12-377,field_mul,128,7,1,serial,20267,1024
BLS12-377,field_mul,128,8,1,serial,20057,1024
BLS12-377,field_mul,128,9,1,serial,16060,1024
BLS12-377,field_mul,256,0,1,serial,44924,2048
BLS12-377,field_mul,256,1,1,serial,32701,2048
BLS12-377,field_mul,256,2,1,serial,32941,2048
BLS12-377,field_mul,256,3,1,serial,43401,2048
BLS12-377,field_mul,256,4,1,serial,41236,2048
BLS12-377,field_mul,256,5,1,serial,33002,2048
BLS12-377,field_mul,256,6,1,serial,32831,2048
BLS12-377,field_mul,256,7,1,serial,37339,2048
BLS12-377,field_mul,256,8,1,serial,40225,2048
BLS12-377,field_mul,256,9,1,serial,32240,2048
BLS12-377,field_mul,512,0,1,serial,80710,4096
BLS12-377,field_mul,512,1,1,serial,63999,4096
BLS12-377,field_mul,512,2,1,serial,63699,4096
BLS12-377,field_mul,512,3,1,serial,79538,4096
BLS12-377,field_mul,512,4,1,serial,63177,4096
BLS12-377,field_mul,512,5,1,serial,63298,4096
BLS12-377,field_mul,512,6,1,serial,63919,4096
BLS12-377,field_mul,512,7,1,serial,79788,4096
BLS12-377,field_mul,512,8,1,serial,64400,4096
BLS12-377,field_mul,512,9,1,serial,79838,4096
BLS12-377,field_inv,2,0,1,serial,83836,16
BLS12-377,field_inv,2,1,1,serial,82253,16
BLS12-377,field_inv,2,2,1,serial,67746,16
BLS12-377,field_inv,2,3,1,serial,65873,16
BLS12-377,field_inv,2,4,1,serial,86882,16
BLS12-377,field_inv,2,5,1,serial,66945,16
BLS12-377,field_inv,2,6,1,serial,66043,16
BLS12-377,field_inv,2,7,1,serial,82353,16
BLS12-377,field_inv,2,8,1,serial,68307,16
BLS12-377,field_inv,2,9,1,serial,83846,16
BLS12-377,field_inv,4,0,1,serial,110385,32
BLS12-377,field_inv,4,1,1,serial,134200,32
BLS12-377,field_inv,4,2,1,serial,105316,32
BLS12-377,field_inv,4,3,1,serial,143978,32
BLS12-377,field_inv,4,4,1,serial,104063,32
BLS12-377,field_inv,4,5,1,serial,108081,32
BLS12-377,field_inv,4,6,1,serial,115856,32
BLS12-377,field_inv,4,7,1,serial,104654,32
BLS12-377,field_inv,4,8,1,serial,132196,32
BLS12-377,field_inv,4,9,1,serial,128148,32
BLS12-377,field_inv,8,0,1,serial,170226,64
BLS12-377,field_inv,8,1,1,serial,171869,64
BLS12-377,field_inv,8,2,1,serial,178833,64
BLS12-377,field_inv,8,3,1,serial,172401,64
BLS12-377,field_inv,8,4,1,serial,171860,64
BLS12-377,field_inv,8,5,1,serial,169345,64
BLS12-377,field_inv,8,6,1,serial,196345,64
BLS12-377,field_inv,8,7,1,serial,210793,64
BLS12-377,field_inv,8,8,1,serial,212466,64
BLS12-377,field_inv,8,9,1,serial,172852,64
BLS12-377,field_inv,16,0,1,serial,324123,128
BLS12-377,field_inv,16,1,1,serial,295710,128
BLS12-377,field_inv,16,2,1,serial,301160,128
BLS12-377,field_inv,16,3,1,serial,360851,128
BLS12-377,field_inv,16,4,1,serial,301552,128
BLS12-377,field_inv,16,5,1,serial,371632,128
BLS12-377,field_inv,16,6,1,serial,295940,128
BLS12-377,field_inv,16,7,1,serial,368375,128
BLS12-377,field_inv,16,8,1,serial,367604,128
BLS12-377,field_inv,16,9,1,serial,314545,128
BLS12-377,field_inv,32,0,1,serial,544684,256
BLS12-377,field_inv,32,1,1,serial,554622,256
BLS12-377,field_inv,32,2,1,serial,558048,256
BLS12-377,field_inv,32,3,1,serial,802273,256
BLS12-377,field_inv,32,4,1,serial,558860,256
BLS12-377,field_inv,32,5,1,serial,567946,256
BLS12-377,field_inv,32,6,1,serial,596793,256
BLS12-377,field_inv,32,7,1,serial,714790,256
BLS12-377,field_inv,32,8,1,serial,599886,256
BLS12-377,field_inv,32,9,1,serial,731421,256
BLS12-377,field_inv,64,0,1,serial,1090179,512
BLS12-377,field_inv,64,1,1,serial,1067617,512
BLS12-377,field_inv,64,2,1,serial,1053079,512
BLS12-377,field_inv,64,3,1,serial,1258843,512
BLS12-377,field_inv,64,4,1,serial,1205362,512
BLS12-377,field_inv,64,5,1,serial,1250497,512
BLS12-377,field_inv,64,6,1,serial,1069129,512
BLS12-377,field_inv,64,7,1,serial,1291724,512
BLS12-377,field_inv,64,8,1,serial,1294589,512
BLS12-377,field_inv,64,9,1,serial,1074410,512
BLS12-377,field_inv,128,0,1,serial,2359861,1024
BLS12-377,field_inv,128,1,1,serial,2171601,1024
BLS12-377,field_inv,128,2,1,serial,2354200,1024
BLS12-377,field_inv,128,3,1,serial,2138970,1024
BLS12-377,field_inv,128,4,1,serial,2500824,1024
BLS12-377,field_inv,128,5,1,serial,2154910,1024
BLS12-377,field_inv,128,6,1,serial,2375821,1024
BLS12-377,field_inv,128,7,1,serial,2287977,1024
BLS12-377,field_inv,128,8,1,serial,2642678,1024
BLS12-377,field_inv,128,9,1,serial,2235850,1024
BLS12-377,field_inv,256,0,1,serial,4183825,2048
BLS12-377,field_inv,256,1,1,serial,4377328,2048
BLS12-377,field_inv,256,2,1,serial,4216316,2048
BLS12-377,field_inv,256,3,1,serial,4471461,2048
BLS12-377,field_inv,256,4,1,serial,4290343,2048
BLS12-377,field_inv,256,5,1,serial,4346558,2048
BLS12-377,field_inv,256,6,1,serial,4429182,2048
BLS12-377,field_inv,256,7,1,serial,4483122,2048
BLS12-377,field_inv,256,8,1,serial,4286466,2048
BLS12-377,field_inv,256,9,1,serial,4496377,2048
BLS12-377,field_inv,512,0,1,serial,8650507,4096
BLS12-377,field_inv,512,1,1,serial,8435428,4096
BLS12-377,field_inv,512,2,1,serial,8409840,4096
BLS12-377,field_inv,512,3,1,serial,8481683,4096
BLS12-377,field_inv,512,4,1,serial,9081420,4096
BLS12-377,field_inv,512,5,1,serial,8961266,4096
BLS12-377,field_inv,512,6,1,serial,8401890,4096
BLS12-377,field_inv,512,7,1,serial,8669969,4096
BLS12-377,field_inv,512,8,1,serial,8963028,4096
BLS12-377,field_inv,512,9,1,serial,8344667,4096
BLS12-381,field_add,2,0,1,serial,691,16
BLS12-381,field_add,2,1,1,serial,351,16
BLS12-381,field_add,2,2,1,serial,350,16
BLS12-381,field_add,2,3,1,serial,781,16
BLS12-381,field_add,2,4,1,serial,281,16
BLS12-381,field_add,2,5,1,serial,230,16
BLS12-381,field_add,2,6,1,serial,581,16
BLS12-381,field_add,2,7,1,serial,320,16
BLS12-381,field_add,2,8,1,serial,431,16
BLS12-381,field_add,2,9,1,serial,561,16
BLS12-381,field_add,4,0,1,serial,440,32
BLS12-381,field_add,4,1,1,serial,341,32
BLS12-381,field_add,4,2,1,serial,671,32
BLS12-381,field_add,4,3,1,serial,380,32
BLS12-381,field_add,4,4,1,serial,390,32
BLS12-381,field_add,4,5,1,serial,340,32
BLS12-381,field_add,4,6,1,serial,531,32
BLS12-381,field_add,4,7,1,serial,471,32
BLS12-381,field_add,4,8,1,serial,441,32
BLS12-381,field_add,4,9,1,serial,641,32
BLS12-381,field_add,8,0,1,serial,742,64
BLS12-381,field_add,8,1,1,serial,461,64
BLS12-381,field_add,8,2,1,serial,561,64
BLS12-381,field_add,8,3,1,serial,611,64
BLS12-381,field_add,8,4,1,serial,572,64
BLS12-381,field_add,8,5,1,serial,481,64
BLS12-381,field_add,8,6,1,serial,661,64
BLS12-381,field_add,8,7,1,serial,641,64
BLS12-381,field_add,8,8,1,serial,581,64
BLS12-381,field_add,8,9,1,serial,581,64
