curve,operation,size,repetition,threads,execution_mode,elapsed_ns,operations
BN254,field_mul,64,4,4,parallel,175276,512
BN254,field_mul,64,5,4,parallel,324093,512
BN254,field_mul,64,6,4,parallel,129260,512
BN254,field_mul,64,7,4,parallel,321012,512
BN254,field_mul,64,8,4,parallel,395366,512
BN254,field_mul,64,9,4,parallel,261276,512
BN254,field_mul,128,0,4,parallel,180205,1024
BN254,field_mul,128,1,4,parallel,477874,1024
BN254,field_mul,128,2,4,parallel,285932,1024
BN254,field_mul,128,3,4,parallel,200020,1024
BN254,field_mul,128,4,4,parallel,298099,1024
BN254,field_mul,128,5,4,parallel,200610,1024
BN254,field_mul,128,6,4,parallel,225440,1024
BN254,field_mul,128,7,4,parallel,181177,1024
BN254,field_mul,128,8,4,parallel,182449,1024
BN254,field_mul,128,9,4,parallel,154107,1024
BN254,field_mul,256,0,4,parallel,183254,2048
BN254,field_mul,256,1,4,parallel,257108,2048
BN254,field_mul,256,2,4,parallel,132927,2048
BN254,field_mul,256,3,4,parallel,163855,2048
BN254,field_mul,256,4,4,parallel,171840,2048
BN254,field_mul,256,5,4,parallel,166950,2048
BN254,field_mul,256,6,4,parallel,223196,2048
BN254,field_mul,256,7,4,parallel,296040,2048
BN254,field_mul,256,8,4,parallel,167452,2048
BN254,field_mul,256,9,4,parallel,254304,2048
BN254,field_mul,512,0,4,parallel,196185,4096
BN254,field_mul,512,1,4,parallel,208942,4096
BN254,field_mul,512,2,4,parallel,251768,4096
BN254,field_mul,512,3,4,parallel,194673,4096
BN254,field_mul,512,4,4,parallel,188426,4096
BN254,field_mul,512,5,4,parallel,160478,4096
BN254,field_mul,512,6,4,parallel,171479,4096
BN254,field_mul,512,7,4,parallel,209104,4096
BN254,field_mul,512,8,4,parallel,219017,4096
BN254,field_mul,512,9,4,parallel,211378,4096
BN254,field_inv,2,0,4,parallel,175539,16
BN254,field_inv,2,1,4,parallel,278748,16
BN254,field_inv,2,2,4,parallel,207818,16
BN254,field_inv,2,3,4,parallel,212355,16
BN254,field_inv,2,4,4,parallel,171930,16
BN254,field_inv,2,5,4,parallel,181968,16
BN254,field_inv,2,6,4,parallel,182625,16
BN254,field_inv,2,7,4,parallel,193109,16
BN254,field_inv,2,8,4,parallel,238283,16
BN254,field_inv,2,9,4,parallel,166840,16
BN254,field_inv,4,0,4,parallel,192919,32
BN254,field_inv,4,1,4,parallel,203338,32
BN254,field_inv,4,2,4,parallel,238603,32
BN254,field_inv,4,3,4,parallel,202047,32
BN254,field_inv,4,4,4,parallel,185134,32
BN254,field_inv,4,5,4,parallel,229587,32
BN254,field_inv,4,6,4,parallel,225282,32
BN254,field_inv,4,7,4,parallel,222093,32
BN254,field_inv,4,8,4,parallel,198229,32
BN254,field_inv,4,9,4,parallel,244252,32
BN254,field_inv,8,0,4,parallel,249955,64
BN254,field_inv,8,1,4,parallel,219599,64
BN254,field_inv,8,2,4,parallel,241840,64
BN254,field_inv,8,3,4,parallel,502535,64
BN254,field_inv,8,4,4,parallel,253612,64
BN254,field_inv,8,5,4,parallel,223565,64
BN254,field_inv,8,6,4,parallel,236149,64
BN254,field_inv,8,7,4,parallel,265183,64
BN254,field_inv,8,8,4,parallel,248489,64
BN254,field_inv,8,9,4,parallel,315929,64
BN254,field_inv,16,0,4,parallel,332241,128
BN254,field_inv,16,1,4,parallel,435811,128
BN254,field_inv,16,2,4,parallel,313694,128
BN254,field_inv,16,3,4,parallel,308494,128
BN254,field_inv,16,4,4,parallel,390742,128
BN254,field_inv,16,5,4,parallel,265484,128
BN254,field_inv,16,6,4,parallel,272768,128
BN254,field_inv,16,7,4,parallel,371110,128
BN254,field_inv,16,8,4,parallel,276735,128
BN254,field_inv,16,9,4,parallel,309020,128
BN254,field_inv,32,0,4,parallel,520639,256
BN254,field_inv,32,1,4,parallel,355532,256
BN254,field_inv,32,2,4,parallel,527713,256
BN254,field_inv,32,3,4,parallel,544601,256
BN254,field_inv,32,4,4,parallel,331928,256
BN254,field_inv,32,5,4,parallel,390075,256
BN254,field_inv,32,6,4,parallel,429264,256
BN254,field_inv,32,7,4,parallel,339693,256
BN254,field_inv,32,8,4,parallel,382081,256
BN254,field_inv,32,9,4,parallel,442284,256
BN254,field_inv,64,0,4,parallel,635092,512
BN254,field_inv,64,1,4,parallel,565172,512
BN254,field_inv,64,2,4,parallel,583286,512
BN254,field_inv,64,3,4,parallel,414091,512
BN254,field_inv,64,4,4,parallel,742452,512
BN254,field_inv,64,5,4,parallel,521902,512
BN254,field_inv,64,6,4,parallel,856945,512
BN254,field_inv,64,7,4,parallel,588045,512
BN254,field_inv,64,8,4,parallel,551316,512
BN254,field_inv,64,9,4,parallel,533358,512
BN254,field_inv,128,0,4,parallel,873085,1024
BN254,field_inv,128,1,4,parallel,864519,1024
BN254,field_inv,128,2,4,parallel,910209,1024
BN254,field_inv,128,3,4,parallel,1005822,1024
BN254,field_inv,128,4,4,parallel,861713,1024
BN254,field_inv,128,5,4,parallel,877633,1024
BN254,field_inv,128,6,4,parallel,951821,1024
BN254,field_inv,128,7,4,parallel,852536,1024
BN254,field_inv,128,8,4,parallel,937194,1024
BN254,field_inv,128,9,4,parallel,1108773,1024
BN254,field_inv,256,0,4,parallel,1530037,2048
BN254,field_inv,256,1,4,parallel,1377543,2048
BN254,field_inv,256,2,4,parallel,1628210,2048
BN254,field_inv,256,3,4,parallel,2264164,2048
BN254,field_inv,256,4,4,parallel,1668326,2048
BN254,field_inv,256,5,4,parallel,1543272,2048
BN254,field_inv,256,6,4,parallel,2393715,2048
BN254,field_inv,256,7,4,parallel,1635685,2048
BN254,field_inv,256,8,4,parallel,1634629,2048
BN254,field_inv,256,9,4,parallel,1674425,2048
BN254,field_inv,512,0,4,parallel,2765869,4096
BN254,field_inv,512,1,4,parallel,2652897,4096
BN254,field_inv,512,2,4,parallel,2587756,4096
BN254,field_inv,512,3,4,parallel,2507511,4096
BN254,field_inv,512,4,4,parallel,2596162,4096
BN254,field_inv,512,5,4,parallel,2544465,4096
BN254,field_inv,512,6,4,parallel,2751135,4096
BN254,field_inv,512,7,4,parallel,2638445,4096
BN254,field_inv,512,8,4,parallel,4058694,4096
BN254,field_inv,512,9,4,parallel,2570995,4096
BLS12-377,field_add,2,0,4,parallel,209900,16
BLS12-377,field_add,2,1,4,parallel,259981,16
BLS12-377,field_add,2,2,4,parallel,157443,16
BLS12-377,field_add,2,3,4,parallel,141679,16
BLS12-377,field_add,2,4,4,parallel,165638,16
BLS12-377,field_add,2,5,4,parallel,300604,16
BLS12-377,field_add,2,6,4,parallel,343304,16
BLS12-377,field_add,2,7,4,parallel,143066,16
BLS12-377,field_add,2,8,4,parallel,145381,16
BLS12-377,field_add,2,9,4,parallel,196646,16
BLS12-377,field_add,4,0,4,parallel,152338,32
BLS12-377,field_add,4,1,4,parallel,138287,32
BLS12-377,field_add,4,2,4,parallel,136824,32
BLS12-377,field_add,4,3,4,parallel,313363,32
BLS12-377,field_add,4,4,4,parallel,354453,32
BLS12-377,field_add,4,5,4,parallel,168829,32
BLS12-377,field_add,4,6,4,parallel,329333,32
BLS12-377,field_add,4,7,4,parallel,194071,32
BLS12-377,field_add,4,8,4,parallel,189803,32
BLS12-377,field_add,4,9,4,parallel,335995,32
BLS12-377,field_add,8,0,4,parallel,160338,64
BLS12-377,field_add,8,1,4,parallel,326094,64
BLS12-377,field_add,8,2,4,parallel,366933,64
BLS12-377,field_add,8,3,4,parallel,166941,64
BLS12-377,field_add,8,4,4,parallel,154338,64
BLS12-377,field_add,8,5,4,parallel,140518,64
BLS12-377,field_add,8,6,4,parallel,145050,64
BLS12-377,field_add,8,7,4,parallel,338249,64
BLS12-377,field_add,8,8,4,parallel,163644,64
BLS12-377,field_add,8,9,4,parallel,176077,64
BLS12-377,field_add,16,0,4,parallel,283788,128
BLS12-377,field_add,16,1,4,parallel,329895,128
BLS12-377,field_add,16,2,4,parallel,158495,128
BLS12-377,field_add,16,3,4,parallel,256909,128
BLS12-377,field_add,16,4,4,parallel,171109,128
BLS12-377,field_add,16,5,4,parallel,144293,128
BLS12-377,field_add,16,6,4,parallel,162833,128
BLS12-377,field_add,16,7,4,parallel,197598,128
BLS12-377,field_add,16,8,4,parallel,183163,128
BLS12-377,field_add,16,9,4,parallel,139750,128
BLS12-377,field_add,32,0,4,parallel,288870,256
BLS12-377,field_add,32,1,4,parallel,140171,256
BLS12-377,field_add,32,2,4,parallel,256565,256
BLS12-377,field_add,32,3,4,parallel,205943,256
BLS12-377,field_add,32,4,4,parallel,168855,256
BLS12-377,field_add,32,5,4,parallel,160374,256
BLS12-377,field_add,32,6,4,parallel,275027,256
BLS12-377,field_add,32,7,4,parallel,171499,256
BLS12-377,field_add,32,8,4,parallel,167682,256
BLS12-377,field_add,32,9,4,parallel,172571,256
BLS12-377,field_add,64,0,4,parallel,312973,512
BLS12-377,field_add,64,1,4,parallel,290471,512
BLS12-377,field_add,64,2,4,parallel,328852,512
BLS12-377,field_add,64,3,4,parallel,189938,512
BLS12-377,field_add,64,4,4,parallel,149468,512
BLS12-377,field_add,64,5,4,parallel,241547,512
BLS12-377,field_add,64,6,4,parallel,205049,512
BLS12-377,field_add,64,7,4,parallel,174971,512
BLS12-377,field_add,64,8,4,parallel,253569,512
BLS12-377,field_add,64,9,4,parallel,182970,512
BLS12-377,field_add,128,0,4,parallel,341118,1024
BLS12-377,field_add,128,1,4,parallel,155615,1024
BLS12-377,field_add,128,2,4,parallel,224475,1024
BLS12-377,field_add,128,3,4,parallel,336015,1024
BLS12-377,field_add,128,4,4,parallel,257474,1024
BLS12-377,field_add,128,5,4,parallel,140922,1024
BLS12-377,field_add,128,6,4,parallel,203990,1024
BLS12-377,field_add,128,7,4,parallel,210256,1024
BLS12-377,field_add,128,8,4,parallel,270904,1024
BLS12-377,field_add,128,9,4,parallel,236781,1024
BLS12-377,field_add,256,0,4,parallel,176084,2048
BLS12-377,field_add,256,1,4,parallel,345132,2048
BLS12-377,field_add,256,2,4,parallel,387025,2048
BLS12-377,field_add,256,3,4,parallel,380448,2048
BLS12-377,field_add,256,4,4,parallel,260277,2048
BLS12-377,field_add,256,5,4,parallel,157579,2048
BLS12-377,field_add,256,6,4,parallel,282967,2048
BLS12-377,field_add,256,7,4,parallel,162573,2048
BLS12-377,field_add,256,8,4,parallel,162444,2048
BLS12-377,field_add,256,9,4,parallel,206009,2048
BLS12-377,field_add,512,0,4,parallel,281434,4096
BLS12-377,field_add,512,1,4,parallel,194702,4096
BLS12-377,field_add,512,2,4,parallel,318674,4096
BLS12-377,field_add,512,3,4,parallel,164824,4096
BLS12-377,field_add,512,4,4,parallel,185875,4096
BLS12-377,field_add,512,5,4,parallel,194562,4096
BLS12-377,field_add,512,6,4,parallel,169615,4096
BLS12-377,field_add,512,7,4,parallel,206173,4096
BLS12-377,field_add,512,8,4,parallel,178603,4096
BLS12-377,field_add,512,9,4,parallel,207546,4096
BLS12-377,field_mul,2,0,4,parallel,230099,16
BLS12-377,field_mul,2,1,4,parallel,303835,16
BLS12-377,field_mul,2,2,4,parallel,140241,16
BLS12-377,field_mul,2,3,4,parallel,263096,16
BLS12-377,field_mul,2,4,4,parallel,243333,16
BLS12-377,field_mul,2,5,4,parallel,406687,16
BLS12-377,field_mul,2,6,4,parallel,168845,16
BLS12-377,field_mul,2,7,4,parallel,211955,16
BLS12-377,field_mul,2,8,4,parallel,215942,16
BLS12-377,field_mul,2,9,4,parallel,245157,16
BLS12-377,field_mul,4,0,4,parallel,190044,32
BLS12-377,field_mul,4,1,4,parallel,283768,32
BLS12-377,field_mul,4,2,4,parallel,156060,32
BLS12-377,field_mul,4,3,4,parallel,135511,32
BLS12-377,field_mul,4,4,4,parallel,166857,32
BLS12-377,field_mul,4,5,4,parallel,175045,32
BLS12-377,field_mul,4,6,4,parallel,151121,32
BLS12-377,field_mul,4,7,4,parallel,144078,32
BLS12-377,field_mul,4,8,4,parallel,212206,32
BLS12-377,field_mul,4,9,4,parallel,255846,32
BLS12-377,field_mul,8,0,4,parallel,148015,64
BLS12-377,field_mul,8,1,4,parallel,166561,64
BLS12-377,field_mul,8,2,4,parallel,187943,64
BLS12-377,field_mul,8,3,4,parallel,153136,64
BLS12-377,field_mul,8,4,4,parallel,180656,64
BLS12-377,field_mul,8,5,4,parallel,319665,64
BLS12-377,field_mul,8,6,4,parallel,212501,64
BLS12-377,field_mul,8,7,4,parallel,305539,64
BLS12-377,field_mul,8,8,4,parallel,325614,64
BLS12-377,field_mul,8,9,4,parallel,275903,64
BLS12-377,field_mul,16,0,4,parallel,144955,128
BLS12-377,field_mul,16,1,4,parallel,155605,128
BLS12-377,field_mul,16,2,4,parallel,223120,128
BLS12-377,field_mul,16,3,4,parallel,311400,128
BLS12-377,field_mul,16,4,4,parallel,247076,128
BLS12-377,field_mul,16,5,4,parallel,223726,128
BLS12-377,field_mul,16,6,4,parallel,192788,128
BLS12-377,field_mul,16,7,4,parallel,341075,128
BLS12-377,field_mul,16,8,4,parallel,186981,128
BLS12-377,field_mul,16,9,4,parallel,235639,128
BLS12-377,field_mul,32,0,4,parallel,309576,256
BLS12-377,field_mul,32,1,4,parallel,166052,256
BLS12-377,field_mul,32,2,4,parallel,304857,256
BLS12-377,field_mul,32,3,4,parallel,250085,256
BLS12-377,field_mul,32,4,4,parallel,190073,256
BLS12-377,field_mul,32,5,4,parallel,179013,256
BLS12-377,field_mul,32,6,4,parallel,174124,256
BLS12-377,field_mul,32,7,4,parallel,298727,256
BLS12-377,field_mul,32,8,4,parallel,260951,256
BLS12-377,field_mul,32,9,4,parallel,167867,256
BLS12-377,field_mul,64,0,4,parallel,142946,512
BLS12-377,field_mul,64,1,4,parallel,213418,512
BLS12-377,field_mul,64,2,4,parallel,132917,512
BLS12-377,field_mul,64,3,4,parallel,238925,512
BLS12-377,field_mul,64,4,4,parallel,218747,512
BLS12-377,field_mul,64,5,4,parallel,171579,512
BLS12-377,field_mul,64,6,4,parallel,222354,512
BLS12-377,field_mul,64,7,4,parallel,157523,512
BLS12-377,field_mul,64,8,4,parallel,223155,512
BLS12-377,field_mul,64,9,4,parallel,218236,512
BLS12-377,field_mul,128,0,4,parallel,303174,1024
BLS12-377,field_mul,128,1,4,parallel,181988,1024
BLS12-377,field_mul,128,2,4,parallel,203529,1024
BLS12-377,field_mul,128,3,4,parallel,264673,1024
BLS12-377,field_mul,128,4,4,parallel,146613,1024
BLS12-377,field_mul,128,5,4,parallel,166190,1024
BLS12-377,field_mul,128,6,4,parallel,312474,1024
BLS12-377,field_mul,128,7,4,parallel,137957,1024
BLS12-377,field_mul,128,8,4,parallel,415033,1024
BLS12-377,field_mul,128,9,4,parallel,191411,1024
BLS12-377,field_mul,256,0,4,parallel,392130,2048
BLS12-377,field_mul,256,1,4,parallel,213407,2048
BLS12-377,field_mul,256,2,4,parallel,146674,2048
BLS12-377,field_mul,256,3,4,parallel,289008,2048
BLS12-377,field_mul,256,4,4,parallel,169220,2048
BLS12-377,field_mul,256,5,4,parallel,206752,2048
BLS12-377,field_mul,256,6,4,parallel,179058,2048
BLS12-377,field_mul,256,7,4,parallel,189898,2048
BLS12-377,field_mul,256,8,4,parallel,163274,2048
BLS12-377,field_mul,256,9,4,parallel,227645,2048
BLS12-377,field_mul,512,0,4,parallel,178116,4096
BLS12-377,field_mul,512,1,4,parallel,211703,4096
BLS12-377,field_mul,512,2,4,parallel,195855,4096
BLS12-377,field_mul,512,3,4,parallel,189343,4096
BLS12-377,field_mul,512,4,4,parallel,178031,4096
BLS12-377,field_mul,512,5,4,parallel,196075,4096
BLS12-377,field_mul,512,6,4,parallel,203283,4096
BLS12-377,field_mul,512,7,4,parallel,200363,4096
BLS12-377,field_mul,512,8,4,parallel,186963,4096
BLS12-377,field_mul,512,9,4,parallel,434221,4096
BLS12-377,field_inv,2,0,4,parallel,191577,16
BLS12-377,field_inv,2,1,4,parallel,160604,16
BLS12-377,field_inv,2,2,4,parallel,177671,16
BLS12-377,field_inv,2,3,4,parallel,212982,16
BLS12-377,field_inv,2,4,4,parallel,316448,16
BLS12-377,field_inv,2,5,4,parallel,168123,16
BLS12-377,field_inv,2,6,4,parallel,198425,16
BLS12-377,field_inv,2,7,4,parallel,198450,16
BLS12-377,field_inv,2,8,4,parallel,189408,16
BLS12-377,field_inv,2,9,4,parallel,161540,16
BLS12-377,field_inv,4,0,4,parallel,192013,32
BLS12-377,field_inv,4,1,4,parallel,201495,32
BLS12-377,field_inv,4,2,4,parallel,205779,32
BLS12-377,field_inv,4,3,4,parallel,190494,32
BLS12-377,field_inv,4,4,4,parallel,199391,32
BLS12-377,field_inv,4,5,4,parallel,207704,32
BLS12-377,field_inv,4,6,4,parallel,165608,32
BLS12-377,field_inv,4,7,4,parallel,207045,32
BLS12-377,field_inv,4,8,4,parallel,200423,32
BLS12-377,field_inv,4,9,4,parallel,223025,32
BLS12-377,field_inv,8,0,4,parallel,226642,64
BLS12-377,field_inv,8,1,4,parallel,216423,64
BLS12-377,field_inv,8,2,4,parallel,187159,64
BLS12-377,field_inv,8,3,4,parallel,213318,64
BLS12-377,field_inv,8,4,4,parallel,234997,64
BLS12-377,field_inv,8,5,4,parallel,222664,64
BLS12-377,field_inv,8,6,4,parallel,189082,64
BLS12-377,field_inv,8,7,4,parallel,225430,64
BLS12-377,field_inv,8,8,4,parallel,205722,64
BLS12-377,field_inv,8,9,4,parallel,211133,64
BLS12-377,field_inv,16,0,4,parallel,257399,128
BLS12-377,field_inv,16,1,4,parallel,251428,128
BLS12-377,field_inv,16,2,4,parallel,280482,128
BLS12-377,field_inv,16,3,4,parallel,251077,128
BLS12-377,field_inv,16,4,4,parallel,274591,128
BLS12-377,field_inv,16,5,4,parallel,313895,128
BLS12-377,field_inv,16,6,4,parallel,291422,128
BLS12-377,field_inv,16,7,4,parallel,243804,128
BLS12-377,field_inv,16,8,4,parallel,265684,128
BLS12-377,field_inv,16,9,4,parallel,325082,128
BLS12-377,field_inv,32,0,4,parallel,331237,256
BLS12-377,field_inv,32,1,4,parallel,457632,256
BLS12-377,field_inv,32,2,4,parallel,339612,256
BLS12-377,field_inv,32,3,4,parallel,458493,256
BLS12-377,field_inv,32,4,4,parallel,326457,256
BLS12-377,field_inv,32,5,4,parallel,426113,256
BLS12-377,field_inv,32,6,4,parallel,409723,256
BLS12-377,field_inv,32,7,4,parallel,408670,256
BLS12-377,field_inv,32,8,4,parallel,298145,256
BLS12-377,field_inv,32,9,4,parallel,394885,256
BLS12-377,field_inv,64,0,4,parallel,541798,512
BLS12-377,field_inv,64,1,4,parallel,606940,512
BLS12-377,field_inv,64,2,4,parallel,585149,512
BLS12-377,field_inv,64,3,4,parallel,492928,512
BLS12-377,field_inv,64,4,4,parallel,517736,512
BLS12-377,field_inv,64,5,4,parallel,616823,512
BLS12-377,field_inv,64,6,4,parallel,605081,512
BLS12-377,field_inv,64,7,4,parallel,588105,512
BLS12-377,field_inv,64,8,4,parallel,642736,512
BLS12-377,field_inv,64,9,4,parallel,727238,512
BLS12-377,field_inv,128,0,4,parallel,969467,1024
BLS12-377,field_inv,128,1,4,parallel,924107,1024
BLS12-377,field_inv,128,2,4,parallel,886319,1024
BLS12-377,field_inv,128,3,4,parallel,955302,1024
BLS12-377,field_inv,128,4,4,parallel,971773,1024
BLS12-377,field_inv,128,5,4,parallel,932546,1024
BLS12-377,field_inv,128,6,4,parallel,878488,1024
BLS12-377,field_inv,128,7,4,parallel,856784,1024
BLS12-377,field_inv,128,8,4,parallel,792206,1024
BLS12-377,field_inv,128,9,4,parallel,868016,1024
BLS12-377,field_inv,256,0,4,parallel,1635794,2048
BLS12-377,field_inv,256,1,4,parallel,1522102,2048
BLS12-377,field_inv,256,2,4,parallel,1317227,2048
BLS12-377,field_inv,256,3,4,parallel,1405345,2048
BLS12-377,field_inv,256,4,4,parallel,1323709,2048
BLS12-377,field_inv,256,5,4,parallel,1586322,2048
BLS12-377,field_inv,256,6,4,parallel,1436571,2048
BLS12-377,field_inv,256,7,4,parallel,1438602,2048
BLS12-377,field_inv,256,8,4,parallel,1534007,2048
BLS12-377,field_inv,256,9,4,parallel,1922723,2048
BLS12-377,field_inv,512,0,4,parallel,2545511,4096
BLS12-377,field_inv,512,1,4,parallel,2666318,4096
BLS12-377,field_inv,512,2,4,parallel,2624634,4096
BLS12-377,field_inv,512,3,4,parallel,2476499,4096
BLS12-377,field_inv,512,4,4,parallel,2503084,4096
BLS12-377,field_inv,512,5,4,parallel,2596258,4096
BLS12-377,field_inv,512,6,4,parallel,2524123,4096
BLS12-377,field_inv,512,7,4,parallel,2536840,4096
BLS12-377,field_inv,512,8,4,parallel,2477331,4096
BLS12-377,field_inv,512,9,4,parallel,2737379,4096
BLS12-381,field_add,2,0,4,parallel,243503,16
BLS12-381,field_add,2,1,4,parallel,247491,16
BLS12-381,field_add,2,2,4,parallel,253071,16
BLS12-381,field_add,2,3,4,parallel,188681,16
