run_id,timestamp,claim_id,experiment_id,workload,variant,adapter_commit,config_hash,seed,repetition,order_index,input_scale,native_work_units,threads,cores_visible,phase,latency_ms,cpu_time_ms,peak_rss_mb,proof_bytes,verify_ok,exit_code,error_type,page_faults,process_read_bytes,process_write_bytes,peak_swap_mb,ram_per_application_unit,process_counter_provider,measurement_scope,energy_joules,energy_source,cold_start,invalid_proof_kind,rejection_latency_ms,metric_unavailable_reason,boundary_reason,evidence_class,result_scope,run_role,recorded,phase_supported,phase_status,phase_metrics_json,constraints,public_inputs,counter_sampling_interval_ms,counter_samples
c4455474-aa63-4022-a783-4f84597bd41c,2026-07-31T00:56:55.221253+00:00,C2-CONTROLLED-SNARK,controlled-groth16-pilot-v1,controlled_kernel,ark-groth16-0.6.0-bn254,6cbe608f63eb536939ec56747cb6bba231db9daa,de947ec44a622d90f62e247e4cad4e4a81bb578c8249825f66cc44a0179ee3b2,2584650356073446119,0,0,64,64,1,16,commitment,,,,,,,,,,,,,,phase,,,true,,,ark-groth16 does not expose stable per-run phase hooks,,measured,within-stack pilot; no Groth16-versus-PLONK claim,os_cache_primer,false,false,unsupported,{},,,,
c4455474-aa63-4022-a783-4f84597bd41c,2026-07-31T00:56:55.221281+00:00,C2-CONTROLLED-SNARK,controlled-groth16-pilot-v1,controlled_kernel,ark-groth16-0.6.0-bn254,6cbe608f63eb536939ec56747cb6bba231db9daa,de947ec44a622d90f62e247e4cad4e4a81bb578c8249825f66cc44a0179ee3b2,2584650356073446119,0,0,64,64,1,16,key_load,,,,,,,,,,,,,,phase,,,true,,,ark-groth16 does not expose stable per-run phase hooks,,measured,within-stack pilot; no Groth16-versus-PLONK claim,os_cache_primer,false,false,unsupported,{},,,,
c4455474-aa63-4022-a783-4f84597bd41c,2026-07-31T00:56:55.221299+00:00,C2-CONTROLLED-SNARK,controlled-groth16-pilot-v1,controlled_kernel,ark-groth16-0.6.0-bn254,6cbe608f63eb536939ec56747cb6bba231db9daa,de947ec44a622d90f62e247e4cad4e4a81bb578c8249825f66cc44a0179ee3b2,2584650356073446119,0,0,64,64,1,16,adapter_process_wall,125.459653,30.000000,4.496094,128,true,0,,334,956,,,,linux-procfs,process,,,true,,,"Linux procfs read failed: [Errno 13] Permission denied: '/proc/470/io'; private commit and per-process swap I/O are unavailable; VmSwap reports allocation, not swap traffic; No documented hardware or OS energy counter is configured in WSL2",,measured,within-stack pilot; no Groth16-versus-PLONK claim,os_cache_primer,false,true,ok,{},64,2,5.0,21
7147cb6e-3457-4979-a918-d2abdd41569a,2026-07-31T00:56:55.349073+00:00,C2-CONTROLLED-SNARK,controlled-groth16-pilot-v1,controlled_kernel,ark-groth16-0.6.0-bn254,6cbe608f63eb536939ec56747cb6bba231db9daa,de947ec44a622d90f62e247e4cad4e4a81bb578c8249825f66cc44a0179ee3b2,2193753909176189156,1,1,64,64,1,16,native_execution,0.480319,,,,,,,,,,,,,phase,,,true,,,,,measured,within-stack pilot; no Groth16-versus-PLONK claim,os_cache_primer,false,true,ok,"{""application_units"":64.0}",,,,
7147cb6e-3457-4979-a918-d2abdd41569a,2026-07-31T00:56:55.349182+00:00,C2-CONTROLLED-SNARK,controlled-groth16-pilot-v1,controlled_kernel,ark-groth16-0.6.0-bn254,6cbe608f63eb536939ec56747cb6bba231db9daa,de947ec44a622d90f62e247e4cad4e4a81bb578c8249825f66cc44a0179ee3b2,2193753909176189156,1,1,64,64,1,16,witness,8.314692,,,,,,,,,,,,,phase,,,true,,,,,measured,within-stack pilot; no Groth16-versus-PLONK claim,os_cache_primer,false,true,ok,"{""constraint_count"":64.0}",,,,
7147cb6e-3457-4979-a918-d2abdd41569a,2026-07-31T00:56:55.349213+00:00,C2-CONTROLLED-SNARK,controlled-groth16-pilot-v1,controlled_kernel,ark-groth16-0.6.0-bn254,6cbe608f63eb536939ec56747cb6bba231db9daa,de947ec44a622d90f62e247e4cad4e4a81bb578c8249825f66cc44a0179ee3b2,2193753909176189156,1,1,64,64,1,16,setup_or_preprocess,21.038348,,,,,,,,,,,,,phase,,,true,,,,,measured,within-stack pilot; no Groth16-versus-PLONK claim,os_cache_primer,false,true,ok,"{""constraint_count"":64.0}",,,,
7147cb6e-3457-4979-a918-d2abdd41569a,2026-07-31T00:56:55.349234+00:00,C2-CONTROLLED-SNARK,controlled-groth16-pilot-v1,controlled_kernel,ark-groth16-0.6.0-bn254,6cbe608f63eb536939ec56747cb6bba231db9daa,de947ec44a622d90f62e247e4cad4e4a81bb578c8249825f66cc44a0179ee3b2,2193753909176189156,1,1,64,64,1,16,prove_total,12.392395,,,,,,,,,,,,,phase,,,true,,,,,measured,within-stack pilot; no Groth16-versus-PLONK claim,os_cache_primer,false,true,ok,"{""constraint_count"":64.0}",,,,
7147cb6e-3457-4979-a918-d2abdd41569a,2026-07-31T00:56:55.349252+00:00,C2-CONTROLLED-SNARK,controlled-groth16-pilot-v1,controlled_kernel,ark-groth16-0.6.0-bn254,6cbe608f63eb536939ec56747cb6bba231db9daa,de947ec44a622d90f62e247e4cad4e4a81bb578c8249825f66cc44a0179ee3b2,2193753909176189156,1,1,64,64,1,16,serialize,0.004989,,,,,,,,,,,,,phase,,,true,,,,,measured,within-stack pilot; no Groth16-versus-PLONK claim,os_cache_primer,false,true,ok,"{""proof_bytes"":128.0}",,,,
7147cb6e-3457-4979-a918-d2abdd41569a,2026-07-31T00:56:55.349269+00:00,C2-CONTROLLED-SNARK,controlled-groth16-pilot-v1,controlled_kernel,ark-groth16-0.6.0-bn254,6cbe608f63eb536939ec56747cb6bba231db9daa,de947ec44a622d90f62e247e4cad4e4a81bb578c8249825f66cc44a0179ee3b2,2193753909176189156,1,1,64,64,1,16,deserialize,0.860330,,,,,,,,,,,,,phase,,,true,,,,,measured,within-stack pilot; no Groth16-versus-PLONK claim,os_cache_primer,false,true,ok,"{""proof_bytes"":128.0}",,,,
7147cb6e-3457-4979-a918-d2abdd41569a,2026-07-31T00:56:55.349287+00:00,C2-CONTROLLED-SNARK,controlled-groth16-pilot-v1,controlled_kernel,ark-groth16-0.6.0-bn254,6cbe608f63eb536939ec56747cb6bba231db9daa,de947ec44a622d90f62e247e4cad4e4a81bb578c8249825f66cc44a0179ee3b2,2193753909176189156,1,1,64,64,1,16,verify_core,1.819616,,,,,,,,,,,,,phase,,,true,,,,,measured,within-stack pilot; no Groth16-versus-PLONK claim,os_cache_primer,false,true,ok,{},,,,
7147cb6e-3457-4979-a918-d2abdd41569a,2026-07-31T00:56:55.349303+00:00,C2-CONTROLLED-SNARK,controlled-groth16-pilot-v1,controlled_kernel,ark-groth16-0.6.0-bn254,6cbe608f63eb536939ec56747cb6bba231db9daa,de947ec44a622d90f62e247e4cad4e4a81bb578c8249825f66cc44a0179ee3b2,2193753909176189156,1,1,64,64,1,16,verify_total,2.680306,,,,,,,,,,,,,phase,,,true,,,,,measured,within-stack pilot; no Groth16-versus-PLONK claim,os_cache_primer,false,true,ok,{},,,,
7147cb6e-3457-4979-a918-d2abdd41569a,2026-07-31T00:56:55.349319+00:00,C2-CONTROLLED-SNARK,controlled-groth16-pilot-v1,controlled_kernel,ark-groth16-0.6.0-bn254,6cbe608f63eb536939ec56747cb6bba231db9daa,de947ec44a622d90f62e247e4cad4e4a81bb578c8249825f66cc44a0179ee3b2,2193753909176189156,1,1,64,64,1,16,fft_ntt,,,,,,,,,,,,,,phase,,,true,,,ark-groth16 does not expose stable per-run phase hooks,,measured,within-stack pilot; no Groth16-versus-PLONK claim,os_cache_primer,false,false,unsupported,{},,,,
7147cb6e-3457-4979-a918-d2abdd41569a,2026-07-31T00:56:55.349335+00:00,C2-CONTROLLED-SNARK,controlled-groth16-pilot-v1,controlled_kernel,ark-groth16-0.6.0-bn254,6cbe608f63eb536939ec56747cb6bba231db9daa,de947ec44a622d90f62e247e4cad4e4a81bb578c8249825f66cc44a0179ee3b2,2193753909176189156,1,1,64,64,1,16,msm,,,,,,,,,,,,,,phase,,,true,,,ark-groth16 does not expose stable per-run phase hooks,,measured,within-stack pilot; no Groth16-versus-PLONK claim,os_cache_primer,false,false,unsupported,{},,,,
7147cb6e-3457-4979-a918-d2abdd41569a,2026-07-31T00:56:55.349351+00:00,C2-CONTROLLED-SNARK,controlled-groth16-pilot-v1,controlled_kernel,ark-groth16-0.6.0-bn254,6cbe608f63eb536939ec56747cb6bba231db9daa,de947ec44a622d90f62e247e4cad4e4a81bb578c8249825f66cc44a0179ee3b2,2193753909176189156,1,1,64,64,1,16,commitment,,,,,,,,,,,,,,phase,,,true,,,ark-groth16 does not expose stable per-run phase hooks,,measured,within-stack pilot; no Groth16-versus-PLONK claim,os_cache_primer,false,false,unsupported,{},,,,
7147cb6e-3457-4979-a918-d2abdd41569a,2026-07-31T00:56:55.349369+00:00,C2-CONTROLLED-SNARK,controlled-groth16-pilot-v1,controlled_kernel,ark-groth16-0.6.0-bn254,6cbe608f63eb536939ec56747cb6bba231db9daa,de947ec44a622d90f62e247e4cad4e4a81bb578c8249825f66cc44a0179ee3b2,2193753909176189156,1,1,64,64,1,16,key_load,,,,,,,,,,,,,,phase,,,true,,,ark-groth16 does not expose stable per-run phase hooks,,measured,within-stack pilot; no Groth16-versus-PLONK claim,os_cache_primer,false,false,unsupported,{},,,,
7147cb6e-3457-4979-a918-d2abdd41569a,2026-07-31T00:56:55.349395+00:00,C2-CONTROLLED-SNARK,controlled-groth16-pilot-v1,controlled_kernel,ark-groth16-0.6.0-bn254,6cbe608f63eb536939ec56747cb6bba231db9daa,de947ec44a622d90f62e247e4cad4e4a81bb578c8249825f66cc44a0179ee3b2,2193753909176189156,1,1,64,64,1,16,adapter_process_wall,125.894837,30.000000,4.519531,128,true,0,,335,956,,,,linux-procfs,process,,,true,,,"Linux procfs read failed: [Errno 13] Permission denied: '/proc/478/io'; private commit and per-process swap I/O are unavailable; VmSwap reports allocation, not swap traffic; No documented hardware or OS energy counter is configured in WSL2",,measured,within-stack pilot; no Groth16-versus-PLONK claim,os_cache_primer,false,true,ok,{},64,2,5.0,21
eadf9a34-4286-46c9-80ce-6f6bafc98f55,2026-07-31T00:56:55.472173+00:00,C2-CONTROLLED-SNARK,controlled-groth16-pilot-v1,controlled_kernel,ark-groth16-0.6.0-bn254,6cbe608f63eb536939ec56747cb6bba231db9daa,de947ec44a622d90f62e247e4cad4e4a81bb578c8249825f66cc44a0179ee3b2,4906131033389011534,0,2,64,64,2,16,native_execution,0.629840,,,,,,,,,,,,,phase,,,true,,,,,measured,within-stack pilot; no Groth16-versus-PLONK claim,os_cache_primer,false,true,ok,"{""application_units"":64.0}",,,,
eadf9a34-4286-46c9-80ce-6f6bafc98f55,2026-07-31T00:56:55.472268+00:00,C2-CONTROLLED-SNARK,controlled-groth16-pilot-v1,controlled_kernel,ark-groth16-0.6.0-bn254,6cbe608f63eb536939ec56747cb6bba231db9daa,de947ec44a622d90f62e247e4cad4e4a81bb578c8249825f66cc44a0179ee3b2,4906131033389011534,0,2,64,64,2,16,witness,10.141310,,,,,,,,,,,,,phase,,,true,,,,,measured,within-stack pilot; no Groth16-versus-PLONK claim,os_cache_primer,false,true,ok,"{""constraint_count"":64.0}",,,,
eadf9a34-4286-46c9-80ce-6f6bafc98f55,2026-07-31T00:56:55.472297+00:00,C2-CONTROLLED-SNARK,controlled-groth16-pilot-v1,controlled_kernel,ark-groth16-0.6.0-bn254,6cbe608f63eb536939ec56747cb6bba231db9daa,de947ec44a622d90f62e247e4cad4e4a81bb578c8249825f66cc44a0179ee3b2,4906131033389011534,0,2,64,64,2,16,setup_or_preprocess,20.130530,,,,,,,,,,,,,phase,,,true,,,,,measured,within-stack pilot; no Groth16-versus-PLONK claim,os_cache_primer,false,true,ok,"{""constraint_count"":64.0}",,,,
eadf9a34-4286-46c9-80ce-6f6bafc98f55,2026-07-31T00:56:55.472319+00:00,C2-CONTROLLED-SNARK,controlled-groth16-pilot-v1,controlled_kernel,ark-groth16-0.6.0-bn254,6cbe608f63eb536939ec56747cb6bba231db9daa,de947ec44a622d90f62e247e4cad4e4a81bb578c8249825f66cc44a0179ee3b2,4906131033389011534,0,2,64,64,2,16,prove_total,11.245097,,,,,,,,,,,,,phase,,,true,,,,,measured,within-stack pilot; no Groth16-versus-PLONK claim,os_cache_primer,false,true,ok,"{""constraint_count"":64.0}",,,,
eadf9a34-4286-46c9-80ce-6f6bafc98f55,2026-07-31T00:56:55.472339+00:00,C2-CONTROLLED-SNARK,controlled-groth16-pilot-v1,controlled_kernel,ark-groth16-0.6.0-bn254,6cbe608f63eb536939ec56747cb6bba231db9daa,de947ec44a622d90f62e247e4cad4e4a81bb578c8249825f66cc44a0179ee3b2,4906131033389011534,0,2,64,64,2,16,serialize,0.003446,,,,,,,,,,,,,phase,,,true,,,,,measured,within-stack pilot; no Groth16-versus-PLONK claim,os_cache_primer,false,true,ok,"{""proof_bytes"":128.0}",,,,
eadf9a34-4286-46c9-80ce-6f6bafc98f55,2026-07-31T00:56:55.472357+00:00,C2-CONTROLLED-SNARK,controlled-groth16-pilot-v1,controlled_kernel,ark-groth16-0.6.0-bn254,6cbe608f63eb536939ec56747cb6bba231db9daa,de947ec44a622d90f62e247e4cad4e4a81bb578c8249825f66cc44a0179ee3b2,4906131033389011534,0,2,64,64,2,16,deserialize,0.779034,,,,,,,,,,,,,phase,,,true,,,,,measured,within-stack pilot; no Groth16-versus-PLONK claim,os_cache_primer,false,true,ok,"{""proof_bytes"":128.0}",,,,
eadf9a34-4286-46c9-80ce-6f6bafc98f55,2026-07-31T00:56:55.472374+00:00,C2-CONTROLLED-SNARK,controlled-groth16-pilot-v1,controlled_kernel,ark-groth16-0.6.0-bn254,6cbe608f63eb536939ec56747cb6bba231db9daa,de947ec44a622d90f62e247e4cad4e4a81bb578c8249825f66cc44a0179ee3b2,4906131033389011534,0,2,64,64,2,16,verify_core,1.617853,,,,,,,,,,,,,phase,,,true,,,,,measured,within-stack pilot; no Groth16-versus-PLONK claim,os_cache_primer,false,true,ok,{},,,,
eadf9a34-4286-46c9-80ce-6f6bafc98f55,2026-07-31T00:56:55.472390+00:00,C2-CONTROLLED-SNARK,controlled-groth16-pilot-v1,controlled_kernel,ark-groth16-0.6.0-bn254,6cbe608f63eb536939ec56747cb6bba231db9daa,de947ec44a622d90f62e247e4cad4e4a81bb578c8249825f66cc44a0179ee3b2,4906131033389011534,0,2,64,64,2,16,verify_total,2.397177,,,,,,,,,,,,,phase,,,true,,,,,measured,within-stack pilot; no Groth16-versus-PLONK claim,os_cache_primer,false,true,ok,{},,,,
eadf9a34-4286-46c9-80ce-6f6bafc98f55,2026-07-31T00:56:55.472407+00:00,C2-CONTROLLED-SNARK,controlled-groth16-pilot-v1,controlled_kernel,ark-groth16-0.6.0-bn254,6cbe608f63eb536939ec56747cb6bba231db9daa,de947ec44a622d90f62e247e4cad4e4a81bb578c8249825f66cc44a0179ee3b2,4906131033389011534,0,2,64,64,2,16,fft_ntt,,,,,,,,,,,,,,phase,,,true,,,ark-groth16 does not expose stable per-run phase hooks,,measured,within-stack pilot; no Groth16-versus-PLONK claim,os_cache_primer,false,false,unsupported,{},,,,
eadf9a34-4286-46c9-80ce-6f6bafc98f55,2026-07-31T00:56:55.472428+00:00,C2-CONTROLLED-SNARK,controlled-groth16-pilot-v1,controlled_kernel,ark-groth16-0.6.0-bn254,6cbe608f63eb536939ec56747cb6bba231db9daa,de947ec44a622d90f62e247e4cad4e4a81bb578c8249825f66cc44a0179ee3b2,4906131033389011534,0,2,64,64,2,16,msm,,,,,,,,,,,,,,phase,,,true,,,ark-groth16 does not expose stable per-run phase hooks,,measured,within-stack pilot; no Groth16-versus-PLONK claim,os_cache_primer,false,false,unsupported,{},,,,
eadf9a34-4286-46c9-80ce-6f6bafc98f55,2026-07-31T00:56:55.472444+00:00,C2-CONTROLLED-SNARK,controlled-groth16-pilot-v1,controlled_kernel,ark-groth16-0.6.0-bn254,6cbe608f63eb536939ec56747cb6bba231db9daa,de947ec44a622d90f62e247e4cad4e4a81bb578c8249825f66cc44a0179ee3b2,4906131033389011534,0,2,64,64,2,16,commitment,,,,,,,,,,,,,,phase,,,true,,,ark-groth16 does not expose stable per-run phase hooks,,measured,within-stack pilot; no Groth16-versus-PLONK claim,os_cache_primer,false,false,unsupported,{},,,,
eadf9a34-4286-46c9-80ce-6f6bafc98f55,2026-07-31T00:56:55.472460+00:00,C2-CONTROLLED-SNARK,controlled-groth16-pilot-v1,controlled_kernel,ark-groth16-0.6.0-bn254,6cbe608f63eb536939ec56747cb6bba231db9daa,de947ec44a622d90f62e247e4cad4e4a81bb578c8249825f66cc44a0179ee3b2,4906131033389011534,0,2,64,64,2,16,key_load,,,,,,,,,,,,,,phase,,,true,,,ark-groth16 does not expose stable per-run phase hooks,,measured,within-stack pilot; no Groth16-versus-PLONK claim,os_cache_primer,false,false,unsupported,{},,,,
eadf9a34-4286-46c9-80ce-6f6bafc98f55,2026-07-31T00:56:55.472476+00:00,C2-CONTROLLED-SNARK,controlled-groth16-pilot-v1,controlled_kernel,ark-groth16-0.6.0-bn254,6cbe608f63eb536939ec56747cb6bba231db9daa,de947ec44a622d90f62e247e4cad4e4a81bb578c8249825f66cc44a0179ee3b2,4906131033389011534,0,2,64,64,2,16,adapter_process_wall,121.281872,50.000000,4.644531,128,true,0,,371,956,,,,linux-procfs,process,,,true,,,"private commit and per-process swap I/O are unavailable; VmSwap reports allocation, not swap traffic; No documented hardware or OS energy counter is configured in WSL2",,measured,within-stack pilot; no Groth16-versus-PLONK claim,os_cache_primer,false,true,ok,{},64,2,5.0,21
a771cf3c-3549-48c0-b956-a78b25c7417e,2026-07-31T00:56:55.559530+00:00,C2-CONTROLLED-SNARK,controlled-groth16-pilot-v1,controlled_kernel,ark-groth16-0.6.0-bn254,6cbe608f63eb536939ec56747cb6bba231db9daa,de947ec44a622d90f62e247e4cad4e4a81bb578c8249825f66cc44a0179ee3b2,7469367281907997561,1,3,64,64,2,16,native_execution,0.004208,,,,,,,,,,,,,phase,,,true,,,,,measured,within-stack pilot; no Groth16-versus-PLONK claim,os_cache_primer,false,true,ok,"{""application_units"":64.0}",,,,
a771cf3c-3549-48c0-b956-a78b25c7417e,2026-07-31T00:56:55.559611+00:00,C2-CONTROLLED-SNARK,controlled-groth16-pilot-v1,controlled_kernel,ark-groth16-0.6.0-bn254,6cbe608f63eb536939ec56747cb6bba231db9daa,de947ec44a622d90f62e247e4cad4e4a81bb578c8249825f66cc44a0179ee3b2,7469367281907997561,1,3,64,64,2,16,witness,3.197305,,,,,,,,,,,,,phase,,,true,,,,,measured,within-stack pilot; no Groth16-versus-PLONK claim,os_cache_primer,false,true,ok,"{""constraint_count"":64.0}",,,,
a771cf3c-3549-48c0-b956-a78b25c7417e,2026-07-31T00:56:55.559635+00:00,C2-CONTROLLED-SNARK,controlled-groth16-pilot-v1,controlled_kernel,ark-groth16-0.6.0-bn254,6cbe608f63eb536939ec56747cb6bba231db9daa,de947ec44a622d90f62e247e4cad4e4a81bb578c8249825f66cc44a0179ee3b2,7469367281907997561,1,3,64,64,2,16,setup_or_preprocess,10.168642,,,,,,,,,,,,,phase,,,true,,,,,measured,within-stack pilot; no Groth16-versus-PLONK claim,os_cache_primer,false,true,ok,"{""constraint_count"":64.0}",,,,
a771cf3c-3549-48c0-b956-a78b25c7417e,2026-07-31T00:56:55.559654+00:00,C2-CONTROLLED-SNARK,controlled-groth16-pilot-v1,controlled_kernel,ark-groth16-0.6.0-bn254,6cbe608f63eb536939ec56747cb6bba231db9daa,de947ec44a622d90f62e247e4cad4e4a81bb578c8249825f66cc44a0179ee3b2,7469367281907997561,1,3,64,64,2,16,prove_total,9.164093,,,,,,,,,,,,,phase,,,true,,,,,measured,within-stack pilot; no Groth16-versus-PLONK claim,os_cache_primer,false,true,ok,"{""constraint_count"":64.0}",,,,
a771cf3c-3549-48c0-b956-a78b25c7417e,2026-07-31T00:56:55.559670+00:00,C2-CONTROLLED-SNARK,controlled-groth16-pilot-v1,controlled_kernel,ark-groth16-0.6.0-bn254,6cbe608f63eb536939ec56747cb6bba231db9daa,de947ec44a622d90f62e247e4cad4e4a81bb578c8249825f66cc44a0179ee3b2,7469367281907997561,1,3,64,64,2,16,serialize,0.003075,,,,,,,,,,,,,phase,,,true,,,,,measured,within-stack pilot; no Groth16-versus-PLONK claim,os_cache_primer,false,true,ok,"{""proof_bytes"":128.0}",,,,
a771cf3c-3549-48c0-b956-a78b25c7417e,2026-07-31T00:56:55.559686+00:00,C2-CONTROLLED-SNARK,controlled-groth16-pilot-v1,controlled_kernel,ark-groth16-0.6.0-bn254,6cbe608f63eb536939ec56747cb6bba231db9daa,de947ec44a622d90f62e247e4cad4e4a81bb578c8249825f66cc44a0179ee3b2,7469367281907997561,1,3,64,64,2,16,deserialize,0.226795,,,,,,,,,,,,,phase,,,true,,,,,measured,within-stack pilot; no Groth16-versus-PLONK claim,os_cache_primer,false,true,ok,"{""proof_bytes"":128.0}",,,,
a771cf3c-3549-48c0-b956-a78b25c7417e,2026-07-31T00:56:55.559702+00:00,C2-CONTROLLED-SNARK,controlled-groth16-pilot-v1,controlled_kernel,ark-groth16-0.6.0-bn254,6cbe608f63eb536939ec56747cb6bba231db9daa,de947ec44a622d90f62e247e4cad4e4a81bb578c8249825f66cc44a0179ee3b2,7469367281907997561,1,3,64,64,2,16,verify_core,1.374703,,,,,,,,,,,,,phase,,,true,,,,,measured,within-stack pilot; no Groth16-versus-PLONK claim,os_cache_primer,false,true,ok,{},,,,
