schema_version,evidence_class,measurement_scope,chain_id,system,repetition,proof_bytes,proof_sha256,submitted_at,transaction_hash,block_number,status,gas_used,effective_gas_price_wei,l2_execution_fee_wei,l1_fee_wei,l1_gas_used,l1_gas_price_wei,l1_base_fee_scalar,l1_blob_base_fee_wei,l1_blob_base_fee_scalar,blob_gas_used,da_footprint_gas_scalar,operator_fee_wei,operator_fee_scalar,operator_fee_constant,receipt_total_fee_wei,total_paid_wei_balance_delta,receipt_latency_ms,cumulative_receipt_fee_wei
1.0,measured,proof_publication_only_no_evm_verification,84532,groth16,3,192,d2781083d15c6d15d7f140e6efd9e88463a291cf45e075e16cbd40c18ed2dcbb,2026-08-20T16:55:34.590224+00:00,0xe7e6db6c24be33d5680b47321d0ad7d098d26329966ec3349ad9e7a2488eb59c,45738319,1,28680,6000000,172080000000,13199130697,3547,996804691,1101,63595102,659851,98566,446,,,,185279130697,185279130697,3113.0632999993395,95591679371879
1.0,measured,proof_publication_only_no_evm_verification,84532,groth16,4,192,d2781083d15c6d15d7f140e6efd9e88463a291cf45e075e16cbd40c18ed2dcbb,2026-08-20T16:55:41.906652+00:00,0xf4402982360a5fa91f9e53949a0789f01ef71e56658b1821a6e8a9b74e21892f,45738322,1,28680,6000000,172080000000,12697570429,3547,1121177237,1101,56846926,659851,98566,446,,,,184777570429,184777570429,718.6232999956701,95776456942308
1.0,measured,proof_publication_only_no_evm_verification,84532,stark,9,52638,34361df5268f65347ea9d1e989c75b41e7110410da114b41d266d66374a0cbe3,2026-08-20T16:55:48.364759+00:00,0x287849fe3d18f4fe8d8b53d0c83734fbacc7652df6bf0a51225b8cb03f3ebe0b,45738326,1,2119170,6000000,12715020000000,2602450621820,727180,1121177237,1101,56846926,659851,20269808,446,,,,15317470621820,15317470621820,2384.1170000014245,111093927564128
1.0,measured,proof_publication_only_no_evm_verification,84532,bulletproofs,7,1313,bb721852a7a3784997e8356a6472f9d1561a3390c0eaa5f709db252fb0e1c83b,2026-08-20T16:55:55.783154+00:00,0x5d158daff99ba6238cd514e0dd2a03538d706bdec8322e49e99c72b7a62da95f,45738329,1,73310,6000000,439860000000,72109335621,19046,1260977564,1101,58136692,659851,530740,446,,,,511969335621,511969335621,741.2580000018352,111605896899749
1.0,measured,proof_publication_only_no_evm_verification,84532,bulletproofs,4,1313,bb721852a7a3784997e8356a6472f9d1561a3390c0eaa5f709db252fb0e1c83b,2026-08-20T16:56:02.311700+00:00,0xcd370055e5fec8dd4e911e327f73d3a8fff89efcf946d00adbcb26472c60b679,45738332,1,73310,6000000,439860000000,72109335621,19046,1260977564,1101,58136692,659851,530740,446,,,,511969335621,511969335621,757.6133999973536,112117866235370
1.0,measured,proof_publication_only_no_evm_verification,84532,bulletproofs,2,1313,bb721852a7a3784997e8356a6472f9d1561a3390c0eaa5f709db252fb0e1c83b,2026-08-20T16:56:07.285495+00:00,0xfa47a30b67bbc52e84df35339ee5203d93ff31ea8de2b596c65baf8762ed47bc,45738335,1,73310,6000000,439860000000,72057143195,19046,1209081155,1101,59455722,659851,530740,446,,,,511917143195,511917143195,730.2455000026384,112629783378565
1.0,measured,proof_publication_only_no_evm_verification,84532,plonk,2,977,f1def1eb9619c66105674324adeaf9cdf182f3e198c3a45351d0c614a82b1046,2026-08-20T16:56:14.004970+00:00,0xa0e4a130241c33f88b55c288eee2216a0679e7a857d01284ceabf382e8d3389a,45738338,1,59150,6000000,354900000000,53778176120,14215,1209081155,1101,59455722,659851,396048,446,,,,408678176120,408678176120,709.8087999984273,113038461554685
1.0,measured,proof_publication_only_no_evm_verification,84532,plonk,1,977,f1def1eb9619c66105674324adeaf9cdf182f3e198c3a45351d0c614a82b1046,2026-08-20T16:56:21.120873+00:00,0x5f163c5915d2fa0db658e5a4b9c2db77ab4205b07ab78e3d51d36d891d9e4033,45738342,1,59150,6000000,354900000000,54852168438,14215,1166774560,1101,62417188,659851,396048,446,,,,409752168438,409752168438,713.4041000026627,113448213723123
1.0,measured,proof_publication_only_no_evm_verification,84532,bulletproofs,8,1313,bb721852a7a3784997e8356a6472f9d1561a3390c0eaa5f709db252fb0e1c83b,2026-08-20T16:56:29.297440+00:00,0x3ce9b8d4694ab5556d3d54496fbccb4a5d549c02fc4dfe4a316720bb62078619,45738346,1,73310,6000000,439860000000,73079034657,19046,1102760874,1101,63595097,659851,530740,446,,,,512939034657,512939034657,693.848099996103,113961152757780
1.0,measured,proof_publication_only_no_evm_verification,84532,bulletproofs,3,1313,bb721852a7a3784997e8356a6472f9d1561a3390c0eaa5f709db252fb0e1c83b,2026-08-20T16:56:35.810060+00:00,0xc0df053f6050c0e6e241e0f377ed3192f3b3521c8c8506241b937581f2a71510,45738349,1,73310,6000000,439860000000,73079034657,19046,1102760874,1101,63595097,659851,530740,446,,,,512939034657,512939034657,707.4594000005163,114474091792437
1.0,measured,proof_publication_only_no_evm_verification,84532,groth16,7,192,d2781083d15c6d15d7f140e6efd9e88463a291cf45e075e16cbd40c18ed2dcbb,2026-08-20T16:56:41.543239+00:00,0x4979912697362a7b00e910be733e193696909bcf06f795a15dcd4fa17e5e0b65,45738352,1,28680,6000000,172080000000,13523949405,3547,1044061102,1101,64553407,659851,98566,446,,,,185603949405,185603949405,727.9141000035452,114659695741842
1.0,measured,proof_publication_only_no_evm_verification,84532,bulletproofs,5,1313,bb721852a7a3784997e8356a6472f9d1561a3390c0eaa5f709db252fb0e1c83b,2026-08-20T16:56:47.402874+00:00,0x0cf3e7887309b0031b9edba6b27c994b3391694534ae673a3f263208843172da,45738355,1,73310,6000000,439860000000,72600828873,19046,1044061102,1101,64553407,659851,530740,446,,,,512460828873,512460828873,747.073000005912,115172156570715
1.0,measured,proof_publication_only_no_evm_verification,84532,stark,1,52638,34361df5268f65347ea9d1e989c75b41e7110410da114b41d266d66374a0cbe3,2026-08-20T16:56:54.309840+00:00,0x8587bc5645019a7cd87bfbdac59337f684efb491fa7050d74e7038fde8c32260,45738359,1,2119170,6000000,12715020000000,2771822431426,727180,1044061102,1101,64553407,659851,20269808,446,,,,15486842431426,15486842431426,2381.343900000502,130658999002141
1.0,measured,proof_publication_only_no_evm_verification,84532,plonk,3,977,f1def1eb9619c66105674324adeaf9cdf182f3e198c3a45351d0c614a82b1046,2026-08-20T16:57:01.726843+00:00,0xdc22ae1f9717cd0ebe796eabfa84c569b692fab30d6914400b0f032fac4c0be9,45738362,1,59150,6000000,354900000000,54183943305,14215,1044061102,1101,64553407,659851,396048,446,,,,409083943305,409083943305,680.9212000007392,131068082945446
1.0,measured,proof_publication_only_no_evm_verification,84532,plonk,4,977,f1def1eb9619c66105674324adeaf9cdf182f3e198c3a45351d0c614a82b1046,2026-08-20T16:57:07.616208+00:00,0xdf7bda29b6fbf152651c71dd56a208be2e9d78854a10d960f965ed971613f742,45738365,1,59150,6000000,354900000000,54213199782,14215,981806075,1101,66265331,659851,396048,446,,,,409113199782,409113199782,1443.7046000020928,131477196145228
1.0,measured,proof_publication_only_no_evm_verification,84532,plonk,10,977,f1def1eb9619c66105674324adeaf9cdf182f3e198c3a45351d0c614a82b1046,2026-08-20T16:57:13.183402+00:00,0x08682ee96222ea1799825b663d6a1bfa99639ecb3f0ac9cb26fc37c55dd8e10b,45738368,1,59150,6000000,354900000000,54213199782,14215,981806075,1101,66265331,659851,396048,446,,,,409113199782,409113199782,677.9392000025837,131886309345010
1.0,measured,proof_publication_only_no_evm_verification,84532,stark,7,52638,34361df5268f65347ea9d1e989c75b41e7110410da114b41d266d66374a0cbe3,2026-08-20T16:57:20.122896+00:00,0x7a33432ea6ed82a01a15398675e33b4095b907908c20e2e54cc3b375d6cbb3cf,45738372,1,2119170,6000000,12715020000000,2741240927766,727180,1103300796,1101,61952146,659851,20269808,446,,,,15456260927766,15456260927766,2655.5395999967004,147342570272776
1.0,measured,proof_publication_only_no_evm_verification,84532,stark,10,52638,34361df5268f65347ea9d1e989c75b41e7110410da114b41d266d66374a0cbe3,2026-08-20T16:57:28.118652+00:00,0x76c7d99ef0dce81c33eae45283a03754c7980cba10e056ec2b9e45a2aa655b22,45738375,1,2119170,6000000,12715020000000,2741240927766,727180,1103300796,1101,61952146,659851,20269808,446,,,,15456260927766,15456260927766,1134.288799999922,162798831200542
1.0,measured,proof_publication_only_no_evm_verification,84532,groth16,5,192,d2781083d15c6d15d7f140e6efd9e88463a291cf45e075e16cbd40c18ed2dcbb,2026-08-20T16:57:33.460584+00:00,0xdaa7a21fde1141df37cb694042133487872ce0a8315f318a33842bb1a3131464,45738378,1,28680,6000000,172080000000,13240795696,3547,1034043190,1101,62885699,659851,98566,446,,,,185320795696,185320795696,677.1636000048602,162984151996238
1.0,measured,proof_publication_only_no_evm_verification,84532,plonk,8,977,f1def1eb9619c66105674324adeaf9cdf182f3e198c3a45351d0c614a82b1046,2026-08-20T16:57:39.994005+00:00,0xb6c92ee0ea9ec9b6ffb1a54f043997087518ac18914f0fcb27271eb0405ca867,45738381,1,59150,6000000,354900000000,53049482943,14215,1034043190,1101,62885699,659851,396048,446,,,,407949482943,407949482943,700.068400001328,163392101479181
1.0,measured,proof_publication_only_no_evm_verification,84532,plonk,5,977,f1def1eb9619c66105674324adeaf9cdf182f3e198c3a45351d0c614a82b1046,2026-08-20T16:57:45.671600+00:00,0x932e5c5dd20c6cad8e79e378ee2db197c8240aac8ebc78002b057347301c91b8,45738384,1,59150,6000000,354900000000,52287380249,14215,958776983,1101,63595086,659851,396048,446,,,,407187380249,407187380249,760.9780999991926,163799288859430
1.0,measured,proof_publication_only_no_evm_verification,84532,bulletproofs,9,1313,bb721852a7a3784997e8356a6472f9d1561a3390c0eaa5f709db252fb0e1c83b,2026-08-20T16:57:51.661307+00:00,0xb7ae0488f7cc6d13c1ebe09b4c8cc25898f4a598cb923277c56bdc83c3192ba3,45738387,1,73310,6000000,439860000000,70059632321,19046,958776983,1101,63595086,659851,530740,446,,,,509919632321,509919632321,729.9801999979536,164309208491751
1.0,measured,proof_publication_only_no_evm_verification,84532,bulletproofs,10,1313,bb721852a7a3784997e8356a6472f9d1561a3390c0eaa5f709db252fb0e1c83b,2026-08-20T16:57:57.374916+00:00,0x90183c5a6199201ca1c7ce40d77754e98e901e7e9c251996218d83e2831681f7,45738390,1,73310,6042005,442939386550,70059632321,19046,958776983,1101,63595086,659851,530740,446,,,,512999018871,512999018871,704.891299996234,164822207510622
1.0,measured,proof_publication_only_no_evm_verification,84532,groth16,2,192,d2781083d15c6d15d7f140e6efd9e88463a291cf45e075e16cbd40c18ed2dcbb,2026-08-20T16:58:03.952265+00:00,0x1b773e73a585788568baa1ec4ccbbab3f41223d8dd99b6f0e6924f773892cbb2,45738393,1,28680,6125341,175674779880,13050579967,3547,958776983,1101,63595086,659851,98566,446,,,,188725359847,188725359847,694.4140999985393,165010932870469
1.0,measured,proof_publication_only_no_evm_verification,84532,groth16,9,192,d2781083d15c6d15d7f140e6efd9e88463a291cf45e075e16cbd40c18ed2dcbb,2026-08-20T16:58:09.605135+00:00,0x0ec045eed17d0f4ecad9d369881296277eff2ef0ce14f565d22421cf7e67baca,45738396,1,28680,6121308,175559113440,12531084993,3547,1078558289,1101,56846911,659851,98566,446,,,,188090198433,188090198433,716.8662999974913,165199023068902
1.0,measured,proof_publication_only_no_evm_verification,84532,groth16,10,192,d2781083d15c6d15d7f140e6efd9e88463a291cf45e075e16cbd40c18ed2dcbb,2026-08-20T16:58:15.298990+00:00,0xf24acf5b82ccf2c1e67793ef2997bf43f303f9dc79767397b95abde416e8305a,45738399,1,28680,6018399,172607683320,12531084993,3547,1078558289,1101,56846911,659851,98566,446,,,,185138768313,185138768313,678.9169999974547,165384161837215
