model_id,evidence_class,profile_id,profile_role,profile_label,security_bits,evm_fork,workload,adapter,selected_input_scale,native_proof_bytes,proof_calldata_bytes,public_inputs,calldata_payload_bytes,calldata_tokens,calldata_gas,calldata_pricing_branch,verifier_compute_gas,fixed_gas,batch_size,gas_price_gwei,eth_usd,amortized_gas_per_application_unit,modeled_cost_usd
reproduction-evm-gas-v2,modeled,legacy-bn254,legacy,Legacy BN254 / EIP-1108,approximately 80,Istanbul-compatible EIP-1108 and EIP-2028,identity,groth16,16384,192.0,256.0,2,320.0,0.0,5120.0,eip2028,193300,219420.0,4096,100,3500.0,103.569336,0.036249
reproduction-evm-gas-v2,modeled,legacy-bn254,legacy,Legacy BN254 / EIP-1108,approximately 80,Istanbul-compatible EIP-1108 and EIP-2028,identity,plonk,16384,977.0,1152.0,2,1216.0,0.0,19456.0,eip2028,321800,362256.0,1,5,3500.0,362306.0,6.340355
reproduction-evm-gas-v2,modeled,legacy-bn254,legacy,Legacy BN254 / EIP-1108,approximately 80,Istanbul-compatible EIP-1108 and EIP-2028,identity,plonk,16384,977.0,1152.0,2,1216.0,0.0,19456.0,eip2028,321800,362256.0,1,20,3500.0,362306.0,25.36142
reproduction-evm-gas-v2,modeled,legacy-bn254,legacy,Legacy BN254 / EIP-1108,approximately 80,Istanbul-compatible EIP-1108 and EIP-2028,identity,plonk,16384,977.0,1152.0,2,1216.0,0.0,19456.0,eip2028,321800,362256.0,1,100,3500.0,362306.0,126.8071
reproduction-evm-gas-v2,modeled,legacy-bn254,legacy,Legacy BN254 / EIP-1108,approximately 80,Istanbul-compatible EIP-1108 and EIP-2028,identity,plonk,16384,977.0,1152.0,2,1216.0,0.0,19456.0,eip2028,321800,362256.0,2,5,3500.0,181178.0,3.170615
reproduction-evm-gas-v2,modeled,legacy-bn254,legacy,Legacy BN254 / EIP-1108,approximately 80,Istanbul-compatible EIP-1108 and EIP-2028,identity,plonk,16384,977.0,1152.0,2,1216.0,0.0,19456.0,eip2028,321800,362256.0,2,20,3500.0,181178.0,12.68246
reproduction-evm-gas-v2,modeled,legacy-bn254,legacy,Legacy BN254 / EIP-1108,approximately 80,Istanbul-compatible EIP-1108 and EIP-2028,identity,plonk,16384,977.0,1152.0,2,1216.0,0.0,19456.0,eip2028,321800,362256.0,2,100,3500.0,181178.0,63.4123
reproduction-evm-gas-v2,modeled,legacy-bn254,legacy,Legacy BN254 / EIP-1108,approximately 80,Istanbul-compatible EIP-1108 and EIP-2028,identity,plonk,16384,977.0,1152.0,2,1216.0,0.0,19456.0,eip2028,321800,362256.0,4,5,3500.0,90614.0,1.585745
reproduction-evm-gas-v2,modeled,legacy-bn254,legacy,Legacy BN254 / EIP-1108,approximately 80,Istanbul-compatible EIP-1108 and EIP-2028,identity,plonk,16384,977.0,1152.0,2,1216.0,0.0,19456.0,eip2028,321800,362256.0,4,20,3500.0,90614.0,6.34298
reproduction-evm-gas-v2,modeled,legacy-bn254,legacy,Legacy BN254 / EIP-1108,approximately 80,Istanbul-compatible EIP-1108 and EIP-2028,identity,plonk,16384,977.0,1152.0,2,1216.0,0.0,19456.0,eip2028,321800,362256.0,4,100,3500.0,90614.0,31.7149
reproduction-evm-gas-v2,modeled,legacy-bn254,legacy,Legacy BN254 / EIP-1108,approximately 80,Istanbul-compatible EIP-1108 and EIP-2028,identity,plonk,16384,977.0,1152.0,2,1216.0,0.0,19456.0,eip2028,321800,362256.0,8,5,3500.0,45332.0,0.79331
reproduction-evm-gas-v2,modeled,legacy-bn254,legacy,Legacy BN254 / EIP-1108,approximately 80,Istanbul-compatible EIP-1108 and EIP-2028,identity,plonk,16384,977.0,1152.0,2,1216.0,0.0,19456.0,eip2028,321800,362256.0,8,20,3500.0,45332.0,3.17324
reproduction-evm-gas-v2,modeled,legacy-bn254,legacy,Legacy BN254 / EIP-1108,approximately 80,Istanbul-compatible EIP-1108 and EIP-2028,identity,plonk,16384,977.0,1152.0,2,1216.0,0.0,19456.0,eip2028,321800,362256.0,8,100,3500.0,45332.0,15.8662
reproduction-evm-gas-v2,modeled,legacy-bn254,legacy,Legacy BN254 / EIP-1108,approximately 80,Istanbul-compatible EIP-1108 and EIP-2028,identity,plonk,16384,977.0,1152.0,2,1216.0,0.0,19456.0,eip2028,321800,362256.0,16,5,3500.0,22691.0,0.397093
reproduction-evm-gas-v2,modeled,legacy-bn254,legacy,Legacy BN254 / EIP-1108,approximately 80,Istanbul-compatible EIP-1108 and EIP-2028,identity,plonk,16384,977.0,1152.0,2,1216.0,0.0,19456.0,eip2028,321800,362256.0,16,20,3500.0,22691.0,1.58837
reproduction-evm-gas-v2,modeled,legacy-bn254,legacy,Legacy BN254 / EIP-1108,approximately 80,Istanbul-compatible EIP-1108 and EIP-2028,identity,plonk,16384,977.0,1152.0,2,1216.0,0.0,19456.0,eip2028,321800,362256.0,16,100,3500.0,22691.0,7.94185
reproduction-evm-gas-v2,modeled,legacy-bn254,legacy,Legacy BN254 / EIP-1108,approximately 80,Istanbul-compatible EIP-1108 and EIP-2028,identity,plonk,16384,977.0,1152.0,2,1216.0,0.0,19456.0,eip2028,321800,362256.0,32,5,3500.0,11370.5,0.198984
reproduction-evm-gas-v2,modeled,legacy-bn254,legacy,Legacy BN254 / EIP-1108,approximately 80,Istanbul-compatible EIP-1108 and EIP-2028,identity,plonk,16384,977.0,1152.0,2,1216.0,0.0,19456.0,eip2028,321800,362256.0,32,20,3500.0,11370.5,0.795935
reproduction-evm-gas-v2,modeled,legacy-bn254,legacy,Legacy BN254 / EIP-1108,approximately 80,Istanbul-compatible EIP-1108 and EIP-2028,identity,plonk,16384,977.0,1152.0,2,1216.0,0.0,19456.0,eip2028,321800,362256.0,32,100,3500.0,11370.5,3.979675
reproduction-evm-gas-v2,modeled,legacy-bn254,legacy,Legacy BN254 / EIP-1108,approximately 80,Istanbul-compatible EIP-1108 and EIP-2028,identity,plonk,16384,977.0,1152.0,2,1216.0,0.0,19456.0,eip2028,321800,362256.0,64,5,3500.0,5710.25,0.099929
reproduction-evm-gas-v2,modeled,legacy-bn254,legacy,Legacy BN254 / EIP-1108,approximately 80,Istanbul-compatible EIP-1108 and EIP-2028,identity,plonk,16384,977.0,1152.0,2,1216.0,0.0,19456.0,eip2028,321800,362256.0,64,20,3500.0,5710.25,0.399718
reproduction-evm-gas-v2,modeled,legacy-bn254,legacy,Legacy BN254 / EIP-1108,approximately 80,Istanbul-compatible EIP-1108 and EIP-2028,identity,plonk,16384,977.0,1152.0,2,1216.0,0.0,19456.0,eip2028,321800,362256.0,64,100,3500.0,5710.25,1.998588
reproduction-evm-gas-v2,modeled,legacy-bn254,legacy,Legacy BN254 / EIP-1108,approximately 80,Istanbul-compatible EIP-1108 and EIP-2028,identity,plonk,16384,977.0,1152.0,2,1216.0,0.0,19456.0,eip2028,321800,362256.0,128,5,3500.0,2880.125,0.050402
reproduction-evm-gas-v2,modeled,legacy-bn254,legacy,Legacy BN254 / EIP-1108,approximately 80,Istanbul-compatible EIP-1108 and EIP-2028,identity,plonk,16384,977.0,1152.0,2,1216.0,0.0,19456.0,eip2028,321800,362256.0,128,20,3500.0,2880.125,0.201609
reproduction-evm-gas-v2,modeled,legacy-bn254,legacy,Legacy BN254 / EIP-1108,approximately 80,Istanbul-compatible EIP-1108 and EIP-2028,identity,plonk,16384,977.0,1152.0,2,1216.0,0.0,19456.0,eip2028,321800,362256.0,128,100,3500.0,2880.125,1.008044
reproduction-evm-gas-v2,modeled,legacy-bn254,legacy,Legacy BN254 / EIP-1108,approximately 80,Istanbul-compatible EIP-1108 and EIP-2028,identity,plonk,16384,977.0,1152.0,2,1216.0,0.0,19456.0,eip2028,321800,362256.0,256,5,3500.0,1465.0625,0.025639
reproduction-evm-gas-v2,modeled,legacy-bn254,legacy,Legacy BN254 / EIP-1108,approximately 80,Istanbul-compatible EIP-1108 and EIP-2028,identity,plonk,16384,977.0,1152.0,2,1216.0,0.0,19456.0,eip2028,321800,362256.0,256,20,3500.0,1465.0625,0.102554
reproduction-evm-gas-v2,modeled,legacy-bn254,legacy,Legacy BN254 / EIP-1108,approximately 80,Istanbul-compatible EIP-1108 and EIP-2028,identity,plonk,16384,977.0,1152.0,2,1216.0,0.0,19456.0,eip2028,321800,362256.0,256,100,3500.0,1465.0625,0.512772
reproduction-evm-gas-v2,modeled,legacy-bn254,legacy,Legacy BN254 / EIP-1108,approximately 80,Istanbul-compatible EIP-1108 and EIP-2028,identity,plonk,16384,977.0,1152.0,2,1216.0,0.0,19456.0,eip2028,321800,362256.0,512,5,3500.0,757.53125,0.013257
reproduction-evm-gas-v2,modeled,legacy-bn254,legacy,Legacy BN254 / EIP-1108,approximately 80,Istanbul-compatible EIP-1108 and EIP-2028,identity,plonk,16384,977.0,1152.0,2,1216.0,0.0,19456.0,eip2028,321800,362256.0,512,20,3500.0,757.53125,0.053027
reproduction-evm-gas-v2,modeled,legacy-bn254,legacy,Legacy BN254 / EIP-1108,approximately 80,Istanbul-compatible EIP-1108 and EIP-2028,identity,plonk,16384,977.0,1152.0,2,1216.0,0.0,19456.0,eip2028,321800,362256.0,512,100,3500.0,757.53125,0.265136
reproduction-evm-gas-v2,modeled,legacy-bn254,legacy,Legacy BN254 / EIP-1108,approximately 80,Istanbul-compatible EIP-1108 and EIP-2028,identity,plonk,16384,977.0,1152.0,2,1216.0,0.0,19456.0,eip2028,321800,362256.0,1024,5,3500.0,403.765625,0.007066
reproduction-evm-gas-v2,modeled,legacy-bn254,legacy,Legacy BN254 / EIP-1108,approximately 80,Istanbul-compatible EIP-1108 and EIP-2028,identity,plonk,16384,977.0,1152.0,2,1216.0,0.0,19456.0,eip2028,321800,362256.0,1024,20,3500.0,403.765625,0.028264
reproduction-evm-gas-v2,modeled,legacy-bn254,legacy,Legacy BN254 / EIP-1108,approximately 80,Istanbul-compatible EIP-1108 and EIP-2028,identity,plonk,16384,977.0,1152.0,2,1216.0,0.0,19456.0,eip2028,321800,362256.0,1024,100,3500.0,403.765625,0.141318
reproduction-evm-gas-v2,modeled,legacy-bn254,legacy,Legacy BN254 / EIP-1108,approximately 80,Istanbul-compatible EIP-1108 and EIP-2028,identity,plonk,16384,977.0,1152.0,2,1216.0,0.0,19456.0,eip2028,321800,362256.0,2048,5,3500.0,226.882812,0.00397
reproduction-evm-gas-v2,modeled,legacy-bn254,legacy,Legacy BN254 / EIP-1108,approximately 80,Istanbul-compatible EIP-1108 and EIP-2028,identity,plonk,16384,977.0,1152.0,2,1216.0,0.0,19456.0,eip2028,321800,362256.0,2048,20,3500.0,226.882812,0.015882
reproduction-evm-gas-v2,modeled,legacy-bn254,legacy,Legacy BN254 / EIP-1108,approximately 80,Istanbul-compatible EIP-1108 and EIP-2028,identity,plonk,16384,977.0,1152.0,2,1216.0,0.0,19456.0,eip2028,321800,362256.0,2048,100,3500.0,226.882812,0.079409
reproduction-evm-gas-v2,modeled,legacy-bn254,legacy,Legacy BN254 / EIP-1108,approximately 80,Istanbul-compatible EIP-1108 and EIP-2028,identity,plonk,16384,977.0,1152.0,2,1216.0,0.0,19456.0,eip2028,321800,362256.0,4096,5,3500.0,138.441406,0.002423
reproduction-evm-gas-v2,modeled,legacy-bn254,legacy,Legacy BN254 / EIP-1108,approximately 80,Istanbul-compatible EIP-1108 and EIP-2028,identity,plonk,16384,977.0,1152.0,2,1216.0,0.0,19456.0,eip2028,321800,362256.0,4096,20,3500.0,138.441406,0.009691
reproduction-evm-gas-v2,modeled,legacy-bn254,legacy,Legacy BN254 / EIP-1108,approximately 80,Istanbul-compatible EIP-1108 and EIP-2028,identity,plonk,16384,977.0,1152.0,2,1216.0,0.0,19456.0,eip2028,321800,362256.0,4096,100,3500.0,138.441406,0.048454
reproduction-evm-gas-v2,modeled,legacy-bn254,legacy,Legacy BN254 / EIP-1108,approximately 80,Istanbul-compatible EIP-1108 and EIP-2028,identity,stark,16384,53021.5,53021.5,2,53085.5,0.0,849368.0,eip2028,2000000,2870368.0,1,5,3500.0,2870418.0,50.232315
reproduction-evm-gas-v2,modeled,legacy-bn254,legacy,Legacy BN254 / EIP-1108,approximately 80,Istanbul-compatible EIP-1108 and EIP-2028,identity,stark,16384,53021.5,53021.5,2,53085.5,0.0,849368.0,eip2028,2000000,2870368.0,1,20,3500.0,2870418.0,200.92926
reproduction-evm-gas-v2,modeled,legacy-bn254,legacy,Legacy BN254 / EIP-1108,approximately 80,Istanbul-compatible EIP-1108 and EIP-2028,identity,stark,16384,53021.5,53021.5,2,53085.5,0.0,849368.0,eip2028,2000000,2870368.0,1,100,3500.0,2870418.0,1004.6463
reproduction-evm-gas-v2,modeled,legacy-bn254,legacy,Legacy BN254 / EIP-1108,approximately 80,Istanbul-compatible EIP-1108 and EIP-2028,identity,stark,16384,53021.5,53021.5,2,53085.5,0.0,849368.0,eip2028,2000000,2870368.0,2,5,3500.0,1435234.0,25.116595
reproduction-evm-gas-v2,modeled,legacy-bn254,legacy,Legacy BN254 / EIP-1108,approximately 80,Istanbul-compatible EIP-1108 and EIP-2028,identity,stark,16384,53021.5,53021.5,2,53085.5,0.0,849368.0,eip2028,2000000,2870368.0,2,20,3500.0,1435234.0,100.46638
reproduction-evm-gas-v2,modeled,legacy-bn254,legacy,Legacy BN254 / EIP-1108,approximately 80,Istanbul-compatible EIP-1108 and EIP-2028,identity,stark,16384,53021.5,53021.5,2,53085.5,0.0,849368.0,eip2028,2000000,2870368.0,2,100,3500.0,1435234.0,502.3319
reproduction-evm-gas-v2,modeled,legacy-bn254,legacy,Legacy BN254 / EIP-1108,approximately 80,Istanbul-compatible EIP-1108 and EIP-2028,identity,stark,16384,53021.5,53021.5,2,53085.5,0.0,849368.0,eip2028,2000000,2870368.0,4,5,3500.0,717642.0,12.558735
reproduction-evm-gas-v2,modeled,legacy-bn254,legacy,Legacy BN254 / EIP-1108,approximately 80,Istanbul-compatible EIP-1108 and EIP-2028,identity,stark,16384,53021.5,53021.5,2,53085.5,0.0,849368.0,eip2028,2000000,2870368.0,4,20,3500.0,717642.0,50.23494
reproduction-evm-gas-v2,modeled,legacy-bn254,legacy,Legacy BN254 / EIP-1108,approximately 80,Istanbul-compatible EIP-1108 and EIP-2028,identity,stark,16384,53021.5,53021.5,2,53085.5,0.0,849368.0,eip2028,2000000,2870368.0,4,100,3500.0,717642.0,251.1747
reproduction-evm-gas-v2,modeled,legacy-bn254,legacy,Legacy BN254 / EIP-1108,approximately 80,Istanbul-compatible EIP-1108 and EIP-2028,identity,stark,16384,53021.5,53021.5,2,53085.5,0.0,849368.0,eip2028,2000000,2870368.0,8,5,3500.0,358846.0,6.279805
reproduction-evm-gas-v2,modeled,legacy-bn254,legacy,Legacy BN254 / EIP-1108,approximately 80,Istanbul-compatible EIP-1108 and EIP-2028,identity,stark,16384,53021.5,53021.5,2,53085.5,0.0,849368.0,eip2028,2000000,2870368.0,8,20,3500.0,358846.0,25.11922
reproduction-evm-gas-v2,modeled,legacy-bn254,legacy,Legacy BN254 / EIP-1108,approximately 80,Istanbul-compatible EIP-1108 and EIP-2028,identity,stark,16384,53021.5,53021.5,2,53085.5,0.0,849368.0,eip2028,2000000,2870368.0,8,100,3500.0,358846.0,125.5961
reproduction-evm-gas-v2,modeled,legacy-bn254,legacy,Legacy BN254 / EIP-1108,approximately 80,Istanbul-compatible EIP-1108 and EIP-2028,identity,stark,16384,53021.5,53021.5,2,53085.5,0.0,849368.0,eip2028,2000000,2870368.0,16,5,3500.0,179448.0,3.14034
reproduction-evm-gas-v2,modeled,legacy-bn254,legacy,Legacy BN254 / EIP-1108,approximately 80,Istanbul-compatible EIP-1108 and EIP-2028,identity,stark,16384,53021.5,53021.5,2,53085.5,0.0,849368.0,eip2028,2000000,2870368.0,16,20,3500.0,179448.0,12.56136
reproduction-evm-gas-v2,modeled,legacy-bn254,legacy,Legacy BN254 / EIP-1108,approximately 80,Istanbul-compatible EIP-1108 and EIP-2028,identity,stark,16384,53021.5,53021.5,2,53085.5,0.0,849368.0,eip2028,2000000,2870368.0,16,100,3500.0,179448.0,62.8068
reproduction-evm-gas-v2,modeled,legacy-bn254,legacy,Legacy BN254 / EIP-1108,approximately 80,Istanbul-compatible EIP-1108 and EIP-2028,identity,stark,16384,53021.5,53021.5,2,53085.5,0.0,849368.0,eip2028,2000000,2870368.0,32,5,3500.0,89749.0,1.570608
reproduction-evm-gas-v2,modeled,legacy-bn254,legacy,Legacy BN254 / EIP-1108,approximately 80,Istanbul-compatible EIP-1108 and EIP-2028,identity,stark,16384,53021.5,53021.5,2,53085.5,0.0,849368.0,eip2028,2000000,2870368.0,32,20,3500.0,89749.0,6.28243
